instrument_key,exchange_token,"SYMBOL 
",name,last_price
NSE_EQ|INE102I01027,14813,ADSL,ALLIED DIGITAL SERV. LTD,148.65
NSE_EQ|INE024001021,18268,AEROFLEX,AEROFLEX INDUSTRIES LTD,148.74
NSE_EQ|INE801L01010,6068,AIROLAM,AIRO LAM LIMITED,148.86
NSE_EQ|INE849C01026,15342,SHALPAINTS,SHALIM PAINTS LTD,149.21
NSE_EQ|INE05X901010,11796,HPIL,HINDPRAKASH INDUSTRY LTD,149.61
NSE_EQ|INE114A01011,2963,SAIL,STEEL AUTHORITY OF INDIA,149.63
NSE_EQ|INE060A01024,2385,NAVNETEDUL,NAVNEET EDUCATION LTD,149.81
NSE_EQ|INE750M01017,27008,HEXATRADEX,HEXA TRADEX LIMITED,149.87
NSE_EQ|INE976E01023,6673,FOODSIN,FOODS & INNS LIMITED,150
NSE_EQ|INE486A01021,628,CESC,CESC LTD,150.12
NSE_EQ|INE036B01030,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,150.39
NSE_EQ|INE363M01019,5068,SHEMAROO,SHEMAROO ENTER. LTD.,150.56
NSE_EQ|INE056I01025,17764,REFEX,REFEX INDUSTRIES LIMITED,151.2
NSE_EQ|INE760A01029,16827,KOKUYOCMLN,KOKUYO CAMLIN LIMITED,151.58
NSE_EQ|INE214A01019,6051,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,152.16
NSE_EQ|INE0ATZ01017,24026,KRONOX,KRONOX LAB SCIENCES LTD,152.57
NSE_EQ|INE972X01014,16589,VAISHALI,VAISHALI PHARMA LIMITED,152.92
NSE_EQ|INE0I3401014,10893,DBOL,DHAMPUR BIO ORGANICS LTD,153.33
NSE_EQ|INE0DK501011,11571,PPLPHARMA,PIRAMAL PHARMA LIMITED,153.4
NSE_EQ|INE593W01028,6836,FOCUS,FOCUS LIGHTG & FIXTRS LTD,154.01
NSE_EQ|INE335W01016,21399,GANGESSECU,GANGES SECURITIES LIMITED,154.41
NSE_EQ|INE075B01020,19440,SICALLOG,SICAL LOGISTICS LIMITED,154.55
NSE_EQ|INE095N01031,31415,NBCC,NBCC (INDIA) LIMITED,155.19
NSE_EQ|INE937A01023,3321,SPMLINFRA,SPML INFRA LIMITED,155.33
NSE_EQ|INE486R01017,22846,GPTHEALTH,GPT HEALTHCARE LIMITED,155.34
NSE_EQ|INE486Y01013,16908,TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD.,155.39
NSE_EQ|INE529I01021,13870,KUANTUM,KUANTUM PAPERS LIMITED,155.68
NSE_EQ|INE112F01022,6407,LAMBODHARA,LAMBODHARA TEXTILES LTD.,157.12
NSE_EQ|INE107F01022,14063,WANBURY,WANBURY LIMITED,157.38
NSE_EQ|INE577A01027,2307,MUNJALSHOW,MUNJAL SHOWA LTD,157.92
NSE_EQ|INE750C01026,10579,MARKSANS,MARKSANS PHARMA LIMITED,158.62
NSE_EQ|INE865C01022,15239,BIRLAMONEY,ADITYA BIRLA MONEY LTD,159.48
NSE_EQ|INE388A01029,5614,GANESHBE,GANESH BENZOPLAST LIMITED,160.34
NSE_EQ|INE010A01011,2739,PRSMJOHNSN,PRISM JOHNSON LIMITED,160.43
NSE_EQ|INE00CA01015,7605,TREJHARA,TREJHARA SOLUTIONS LTD,160.8
NSE_EQ|INE314T01025,14480,GOKULAGRO,GOKUL AGRO RESOURCES LTD,160.95
NSE_EQ|INE037A01022,11293,UNIENTER,UNIPHOS ENTERPRISES LTD,162.24
NSE_EQ|INE215F01023,20481,WIPL,THE WESTERN INDIA PLY LTD,162.3
NSE_EQ|INE0MIS01010,18250,PYRAMID,PYRAMID TECHNOPLAST LTD,162.86
NSE_EQ|INE354C01027,13400,BHAGERIA,BHAGERIA INDUSTRIES LTD,162.93
NSE_EQ|INE256A01028,3812,ZEEL,ZEE ENTERTAINMENT ENT LTD,165.05
NSE_EQ|INE304A01026,11325,MUKANDLTD,MUKAND LTD.,165.17
NSE_EQ|INE803D01021,8614,INDOBORAX,INDO BORAX & CHEMICAL LTD,165.59
NSE_EQ|INE855B01025,15337,RAIN,RAIN INDUSTRIES LIMITED,166
NSE_EQ|INE388Y01029,6545,NYKAA,FSN E COMMERCE VENTURES,167.03
NSE_EQ|INE027A01015,2866,RCF,RASHTRIYA CHEMICALS & FER,167.6
NSE_EQ|INE220Q01020,20878,MUFTI,CREDO BRANDS MARKETING L,167.97
NSE_EQ|INE775A01035,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,168.76
NSE_EQ|INE242A01010,1624,IOC,INDIAN OIL CORP LTD,168.95
NSE_EQ|INE139B01016,3570,UCAL,UCAL LIMITED,169.1
NSE_EQ|INE050401020,13423,ELIN,ELIN ELECTRONICS LIMITED,169.3
NSE_EQ|INE869I01013,21195,GTPL,GTPL HATHWAY LIMITED,169.36
NSE_EQ|INE086A01029,928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,169.59
NSE_EQ|INE886A01014,19525,IITL,INDUSTRIAL INV TRUST LTD,169.71
NSE_EQ|INE809A01024,10568,RAMAPHO,RAMA PHOSPHATES LIMITED,170.19
NSE_EQ|INE192H01020,10871,GRMOVER,GRM OVERSEAS LIMITED,170.38
NSE_EQ|INE103C01036,2320,SMCGLOBAL,SMC GLOBAL SECURITIES LTD,170.78
NSE_EQ|INE681C01015,9505,KEYFINSERV,KEYNOTE FIN SERV LTD.,171.1
NSE_EQ|INE988S01028,22649,PARKHOTELS,PARKHOTELS,171.59
NSE_EQ|INE148I01020,30125,IBULHSGFIN,INDIABULLS HSG FIN LTD,171.9
NSE_EQ|INE123C01018,8961,TAINWALCHM,TAINWALA CHEMICAL AND PLA,171.97
NSE_EQ|INE171A01029,1023,FEDERALBNK,FEDERAL BANK LTD,172.26
NSE_EQ|INE603A01013,2708,PRAKASH,PRAKASH INDUSTRIES LTD,173.71
NSE_EQ|INE385W01011,21704,DCAL,DISHMAN CARBO AMCIS LTD,173.73
NSE_EQ|INE247M01014,27107,SPECIALITY,SPECIALITY REST LTD,173.73
NSE_EQ|INE239D01028,24231,OMINFRAL,OM INFRA LIMITED,174.44
NSE_EQ|INE0FRK01012,20788,MOTISONS,MOTISONS JEWELLERS LTD,174.62
NSE_EQ|INE843B01013,5239,MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,174.7
NSE_EQ|INE215D01010,17603,MAHEPC,MAHINDRA EPC IRRIG LTD,174.8
NSE_EQ|INE395N01027,18151,TVSSCS,TVS SUPPLY CHAIN SOL L,174.92
NSE_EQ|INE053F01010,2029,IRFC,INDIAN RAILWAY FIN CORP L,175.13
NSE_EQ|INE643A01035,3237,JTEKTINDIA,JTEKT INDIA LIMITED,175.19
NSE_EQ|INE498L01015,24948,LTF,L&T FINANCE LIMITED,175.87
NSE_EQ|INE508K01013,15157,RHL,ROBUST HOTELS LIMITED,176.21
NSE_EQ|INE0R6Z01013,23402,SRM,SRM CONTRACTORS LIMITED,177.64
NSE_EQ|INE022Q01020,220,IEX,INDIAN ENERGY EXC LTD,178.25
NSE_EQ|INE032A01023,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,178.37
NSE_EQ|INE932A01024,20621,PENIND,PENNAR INDUSTRIES LTD,178.48
NSE_EQ|INE677H01012,18244,DEEPENR,DEEP ENE RESOURCES LTD,179.76
NSE_EQ|INE872J01023,5373,DEVYANI,DEVYANI INTERNATIONAL LTD,179.98
NSE_EQ|INE202E01016,20261,IREDA,INDIAN RENEWABLE ENERGY,180.06
NSE_EQ|INE479D01038,6417,KRITI,KRITI INDUSTRIES IND LTD,180.41
NSE_EQ|INE438K01021,18755,KALAMANDIR,SAI SILKS (KALAMANDIR) L,180.57
NSE_EQ|INE784W01015,13753,MANOMAY,MANOMAY TEX INDIA LTD,180.88
NSE_EQ|INE0IQ001011,8890,VERANDA,VERANDA LEARNING SOL LTD,181.09
NSE_EQ|INE025R01021,16913,ARTEMISMED,ARTEMIS MED SERVICE LTD,181.79
NSE_EQ|INE305A01015,3466,TFCILTD,TOURISM FINANCE CORP. OF,182.14
NSE_EQ|INE081A01020,3499,TATASTEEL,TATA STEEL LIMITED,182.56
NSE_EQ|INE883N01014,17130,PARAGMILK,PARAG MILK FOODS LTD.,182.64
NSE_EQ|INE705C01020,804,SHIVATEX,SHIVA TEXYARN LIMITED,183.75
NSE_EQ|INE611A01016,2794,RSWM,RSWM LIMITED,184.04
NSE_EQ|INE758T01015,5097,ZOMATO,ZOMATO LIMITED,184.94
NSE_EQ|INE165B01029,8426,RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,185.12
NSE_EQ|INE08U801020,18614,SAMHI,SAMHI HOTELS LIMITED,186.39
NSE_EQ|INE139A01034,6364,NATIONALUM,NATIONAL ALUMINIUM CO LTD,186.56
NSE_EQ|INE522D01027,19061,MANAPPURAM,MANAPPURAM FINANCE LTD,186.77
NSE_EQ|INE345A01011,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,188.2
NSE_EQ|INE134B01017,18220,KECL,KIRLOSKAR ELECTRIC CO LTD,188.37
NSE_EQ|INE231G01010,31475,ORBTEXP,ORBIT EXPORTS LIMITED,188.94
NSE_EQ|INE594B01012,559,BSL,BSL LTD,189.03
NSE_EQ|INE726L01019,24395,DELPHIFX,DELPHI WORLD MONEY LTD,190.34
NSE_EQ|INE006Z01016,2820,ARVEE,ARVEE LABORATORIES I LTD,191.45
NSE_EQ|INE0AE001013,18341,VPRPL,VISHNU PRAKASH R PUNGLI L,191.72
NSE_EQ|INE255A01020,981,EPL,EPL LIMITED,192.99
NSE_EQ|INE0EK901012,1581,TARC,TARC LIMITED,192.99
NSE_EQ|INE839G01010,16927,JOCIL,JOCIL LIMITED,193.43
NSE_EQ|INE598C01011,19322,HISARMETAL,HISAR METAL IND. LIMITED,194.16
NSE_EQ|INE545U01014,2263,BANDHANBNK,BANDHAN BANK LIMITED,194.23
NSE_EQ|INE840M01016,29050,ZUARI,ZUARI AGRO CHEMICALS LTD,194.23
NSE_EQ|INE364Z01019,1480,REPL,RUDRABHISHEK ENTERP LTD,195.09
NSE_EQ|INE043C01018,1681,IVP,IVP LTD,195.75
NSE_EQ|INE484I01029,12603,PRECAM,PRECISION CAMSHAFTS LTD.,196.04
NSE_EQ|INE449G01018,11072,AGRITECH,AGRI-TECH (INDIA) LIMITED,196.4
NSE_EQ|INE416A01044,23367,SABTNL,SRI ADHIKARI BRO TELE N L,198.93
NSE_EQ|INE071F01012,20453,APCL,ANJANI PORTLAND CEM LTD,199.14
NSE_EQ|INE032Z01020,809,BSHSL,BOMBAY SUPER HYBRID SEEDS,199.4
NSE_EQ|INE0AJG01018,701,HEMIPROP,HEMISPHERE PROP IND LTD,199.66
NSE_EQ|INE712K01011,10588,SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,200.31
NSE_EQ|INE291W01029,1417,GLOBAL,GLOBAL EDUCATION LIMITED,200.54
NSE_EQ|INE517F01014,19731,GPPL,GUJARAT PIPAVAV PORT LTD,200.72
NSE_EQ|INE500L01026,11212,SHK,S H KELKAR AND CO. LTD.,201.29
NSE_EQ|INE087A01019,1859,KESORAMIND,KESORAM INDUSTRIES LTD,201.45
NSE_EQ|INE879I01012,18124,DBREALTY,VALOR ESTATE LIMITED,201.69
NSE_EQ|INE0PT501018,22930,PLATIND,PLATINUM INDUSTRIES LTD,201.91
NSE_EQ|INE095I01015,15209,PPAP,PPAP AUTOMOTIVE LIMITED,201.98
NSE_EQ|INE448G01010,11065,NATHBIOGEN,NATH BIO-GENES (I) LTD,202.1
NSE_EQ|INE544A01019,1313,HARRMALAYA,HARRISON MALAYALAM LTD,202.11
NSE_EQ|INE08KP01019,11039,DCMNVL,DCM NOUVELLE LIMITED,202.27
NSE_EQ|INE172A01027,1250,CASTROLIND,CASTROL INDIA LIMITED,202.5
NSE_EQ|INE036A01016,553,RELINFRA,RELIANCE INFRASTRUCTU LTD,203.15
NSE_EQ|INE562X01013,18979,UNIVASTU,UNIVASTU INDIA LIMITED,203.49
NSE_EQ|INE949H01023,18226,MANINFRA,MAN INFRA LTD,203.74
NSE_EQ|INE0BTI01037,13814,KAMOPAINTS,KAMDHENU VENTURES LIMITED,204.22
NSE_EQ|INE684F01012,14304,FSL,FIRSTSOURCE SOLU. LTD.,204.27
NSE_EQ|INE428Q01011,2970,SURYODAY,SURYODAY SMALL FIN BK LTD,204.76
NSE_EQ|INE717W01049,20303,GANDHAR,GANDHAR OIL REFINE IND L,205.46
NSE_EQ|INE032B01021,11864,PRIMESECU,PRIME SECURITIES LIMITED,205.5
NSE_EQ|INE036D01028,1838,KARURVYSYA,KARUR VYSYA BANK LTD,206.83
NSE_EQ|INE341R01014,6227,DTIL,DHUNSERI TEA & IND. LTD.,208.27
NSE_EQ|INE017W01010,6843,SMLT,SARTHAK METALS LIMITED,208.44
NSE_EQ|INE602G01020,28899,KITEX,KITEX GARMENTS LTD,208.74
NSE_EQ|INE812G01025,14329,SMSPHARMA,SMS PHARMACEUTICALS LTD.,209.04
NSE_EQ|INE308A01027,14445,NAHARPOLY,NAHAR POLY FILMS LIMITED,209.22
NSE_EQ|INE255D01024,6286,GULPOLY,GULSHAN POLYOLS LIMITED,209.54
NSE_EQ|INE947A01014,3348,SUNFLAG,SUNFLAG IRON AND STEEL CO,210.02
NSE_EQ|INE621L01012,21828,TEXRAIL,TEXMACO RAIL & ENG. LTD.,210.13
NSE_EQ|INE877F01012,11355,PTC,PTC INDIA LIMITED,210.76
NSE_EQ|INE850E01012,7902,LFIC,LAKSHMI FIN IND CORP LTD,211.23
NSE_EQ|INE112D01035,7886,MHLXMIRU,MAHALAXMI RUBTECH LIMITED,211.4
NSE_EQ|INE0JSX01015,14599,GSLSU,GLOBAL SURFACES LIMITED,213.42
NSE_EQ|INE802C01033,11829,SSWL,STEEL STRIPS WHEELS LTD.,213.85
NSE_EQ|INE180C01042,20329,CGCL,CAPRI GLOBAL CAPITAL LTD,214.04
NSE_EQ|INE0G5901015,22463,EPACK,EPACK DURABLE LIMITED,214.11
NSE_EQ|INE301D01026,2939,RUBYMILLS,THE RUBY MILLS LTD,214.25
NSE_EQ|INE864K01010,6501,IRIS,IRIS BUSINESS SERV LTD,216.24
NSE_EQ|INE09KD01013,15411,ATAM,ATAM VALVES LIMITED,216.31
NSE_EQ|INE332A01027,3481,THOMASCOOK,THOMAS COOK (INDIA) LTD,216.33
NSE_EQ|INE712B01010,20616,SUPERHOUSE,SUPERHOUSE LIMITED,216.81
NSE_EQ|INE00CE01017,15121,SVLL,SHREE VASU LOGISTICS LTD,216.95
NSE_EQ|INE419D01026,3482,CLSEL,CHAMAN LAL SETIA EXP LTD,217.13
NSE_EQ|INE103A01014,2283,MRPL,MRPL,217.31
NSE_EQ|INE792H01019,13739,GLOBALVECT,GLOBAL VEC HELICORP LTD,217.81
NSE_EQ|INE068L01024,20160,CANTABIL,CANTABIL RETAIL LTD,217.98
NSE_EQ|INE120D01012,15161,HITECHCORP,HITECH CORPORATION LTD,218.53
NSE_EQ|INE083B01024,14485,THEMISMED,THEMIS MEDICARE LTD.,218.7
NSE_EQ|INE383A01012,1515,INDIACEM,THE INDIA CEMENTS LIMITED,218.73
NSE_EQ|INE711A01022,3736,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,219.08
NSE_EQ|INE460H01021,21091,STARCEMENT,STAR CEMENT LIMITED,219.14
NSE_EQ|INE621H01010,15068,RELIGARE,RELIGARE ENTER. LTD.,219.18
NSE_EQ|INE614B01018,8054,KTKBANK,KARNATAKA BANK LIMITED,219.23
NSE_EQ|INE578A01017,2316,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,219.71
NSE_EQ|INE129A01019,4717,GAIL,GAIL (INDIA) LTD,219.83
NSE_EQ|INE489L01022,13072,IIFLSEC,IIFL SECURITIES LIMITED,219.93
NSE_EQ|INE265F01028,13192,ENIL,ENTERTAIN NET. IND. LTD.,221.1
NSE_EQ|INE891D01026,14255,REDINGTON,REDINGTON LIMITED,222.06
NSE_EQ|INE391J01024,7287,JTLIND,JTL INDUSTRIES LIMITED,222.22
NSE_EQ|INE750D01016,9652,RELCHEMQ,RELIANCE CHEMOTEX IND LTD,222.3
NSE_EQ|INE442H01029,20182,ASHOKA,ASHOKA BUILDCON LTD,222.56
NSE_EQ|INE026A01025,1247,GSFC,GUJ STATE FERT & CHEM LTD,223.99
NSE_EQ|INE275D01022,19867,AMNPLST,AMINES & PLASTICIZERS LTD,224.72
NSE_EQ|INE04LG01015,5631,PAR,PAR DRUGS AND CHEM LTD,224.98
NSE_EQ|INE01C001018,17164,AARTECH,AARTECH SOLONICS LIMITED,225.17
NSE_EQ|INE162A01010,1145,GIPCL,GUJ IND POW CO. LTD,225.18
NSE_EQ|INE843D01027,7325,DCMSRIND,DCM SHRIRAM IND LTD,228.25
NSE_EQ|INE967C01018,1826,KAMATHOTEL,KAMAT HOTELS (I) LTD,228.43
NSE_EQ|INE869Y01010,3275,TEMBO,TEMBO GLOBAL IND LTD,228.61
NSE_EQ|INE982B01027,19761,ADFFOODS,ADF FOODS LIMITED,228.9
NSE_EQ|INE807K01035,20698,SCHAND,S CHAND AND COMPANY LTD,229.21
NSE_EQ|INE437B01014,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,229.34
NSE_EQ|INE900L01010,12686,MBAPL,MADHYA BHARAT AGRO P. LTD,229.85
NSE_EQ|INE038F01029,11275,TVTODAY,TV TODAY NETWORK LTD,230.11
NSE_EQ|INE772T01024,23142,PVSL,POPULAR VEHICLES N SER L,230.31
NSE_EQ|INE309M01012,3908,PREMIERPOL,PREMIER POLYFILM LTD,230.42
NSE_EQ|INE046W01019,20831,MUTHOOTMF,MUTHOOT MICROFIN LIMITED,231.12
NSE_EQ|INE346W01013,21623,APEX,APEX FROZEN FOODS LIMITED,231.89
NSE_EQ|INE992I01013,9314,STARTECK,STARTECK FINANCE LIMITED,232
NSE_EQ|INE589A01014,8585,NLCINDIA,NLC INDIA LIMITED,232.49
NSE_EQ|INE733A01018,3291,STARPAPER,STAR PAPER MILLS LTD,232.71
NSE_EQ|INE377E01016,6006,COASTCORP,COASTAL CORPORATION LTD,232.72
NSE_EQ|INE836B01017,10453,SATIN,SATIN CREDIT NET LTD,233.49
NSE_EQ|INE805C01028,1841,KCP,KCP LTD,233.81
NSE_EQ|INE961D01019,201,UNIDT,UNITED DRILLING TOOLS LTD,234.06
NSE_EQ|INF0QA701722,21959,NIFTYBETF,BFAM - NIFTYBETF,234.35
NSE_EQ|INE232I01014,14788,SPARC,SUN PHARMA ADV.RES.CO.LTD,234.4
NSE_EQ|INE266F01018,10755,APTECHT,APTECH LIMITED,234.9
NSE_EQ|INF959L01HI3,18668,NAVINIFTY,NAVIAMC - NAVINIFTY,235.14
NSE_EQ|INE412U01025,18431,BIGBLOC,BIGBLOC CONSTRUCTION LTD,235.31
NSE_EQ|INE0KNT01012,19015,MVGJL,MANOJ VAIBHAV GEM N JEW L,235.7
NSE_EQ|INE0D6701023,4934,IPL,INDIA PESTICIDES LIMITED,236.57
NSE_EQ|INE0A1101019,11568,DCI,DC INFOTECH AND COMUN LTD,236.76
NSE_EQ|INE208A01029,212,ASHOKLEY,ASHOK LEYLAND LTD,236.79
NSE_EQ|INE876N01018,30089,ORIENTCEM,ORIENT CEMENT LTD.,236.99
NSE_EQ|INE385C01021,17758,SARDAEN,SARDA ENERGY & MIN LTD,237.06
NSE_EQ|INE09EO04017,12121,AARTISURF,AARTI SURFACTANTS LIMITED,237.5
NSE_EQ|INE0MB501011,23056,JGCHEM,J.G.CHEMICALS LIMITED,237.74
NSE_EQ|INE155G01029,11427,NDTV,NDTV LTD,238.03
NSE_EQ|INE674K01013,21614,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,239.08
NSE_EQ|INE289B01019,1139,GICHSGFIN,GIC HOUSING FINANCE LTD,239.39
NSE_EQ|INE02YR01019,11530,EMIL,ELECTRONICS MART IND LTD,239.44
NSE_EQ|INE480M01011,31021,THOMASCOTT,THOMAS SCOTT (INDIA) LTD,241.65
NSE_EQ|INE470Y01017,399,NIACL,THE NEW INDIA ASSU CO LTD,241.77
NSE_EQ|INE01EE01011,12153,BBTCL,B&B TRIPLEWALL CONT LTD,243.18
NSE_EQ|INE298I01015,15204,ARIES,ARIES AGRO LTD.,243.54
NSE_EQ|INE142Z01019,2972,ORIENTELEC,ORIENT ELECTRIC LIMITED,244.81
NSE_EQ|INE491V01019,8097,CROWN,CROWN LIFTERS LIMITED,245.09
NSE_EQ|INE439T01012,3251,NITIRAJ,NITIRAJ ENGINEERS LTD,245.68
NSE_EQ|INE732C01016,14490,NCLIND,NCL INDUSTRIES LIMITED,246.68
NSE_EQ|INE826C01016,14677,GUJAPOLLO,GUJ. APOLLO IND. LTD.,248.25
NSE_EQ|INE602A01031,2649,PCBL,PCBL LIMITED,248.47
NSE_EQ|INE03YM01018,270,CHEMCON,CHEMCON SPECIAL CHEM LTD,249.47
NSE_EQ|INE041A01016,857,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,249.8
NSE_EQ|INE681B01017,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,250.31
NSE_EQ|INE411D01015,4732,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,250.39
NSE_EQ|INE614A01028,4587,RAMCOIND,RAMCO INDUSTRIES LIMITED,250.65
NSE_EQ|INE792I01017,15271,CORDSCABLE,CORDS CABLE INDUS LTD.,251.18
NSE_EQ|INE390G01014,17689,GPTINFRA,GPT INFRAPROJECTS LTD,252.09
NSE_EQ|INF194KA1U07,18783,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,252.84
NSE_EQ|INE229C01021,14068,SAGCEM,SAGAR CEMENTS LIMITED,252.89
NSE_EQ|INE806C01018,11624,TIL,TIL LTD,253.6
NSE_EQ|INE510A01028,4907,ENGINERSIN,ENGINEERS INDIA LTD,253.81
NSE_EQ|INE800A01015,477,BIRLACABLE,BIRLA CABLE LIMITED,254.27
NSE_EQ|INE231C01019,3126,SHREYANIND,SHREYANS INDUSTRIES LTD,254.82
NSE_EQ|INE896L01010,3088,INDOSTAR,INDOSTAR CAPITAL FIN LTD,254.91
NSE_EQ|INE576O01020,2841,LXCHEM,LAXMI ORGANIC INDUS LTD,255.01
NSE_EQ|INE844K01012,20196,BEDMUTHA,BEDMUTHA INDUST LTD,255.25
NSE_EQ|INE818H01020,13816,LTFOODS,LT FOODS LIMITED,256.9
NSE_EQ|INE00OQ01016,13001,DHARMAJ,DHARMAJ CROP GUARD LTD,257
NSE_EQ|INE00EM01016,8153,MEGASTAR,MEGASTAR FOODS LIMITED,257.02
NSE_EQ|INE414D01027,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,258.13
NSE_EQ|INF109K012R6,29553,NIFTYIETF,ICICI PRUD NIFTY ETF,258.57
NSE_EQ|INE082A01010,1919,KOPRAN,KOPRAN LTD,259.82
NSE_EQ|INE976G01028,18391,RBLBANK,RBL BANK LIMITED,259.83
NSE_EQ|INE709A01018,3715,VLSFINANCE,VLS FINANCE LTD,260.6
NSE_EQ|INE109A01011,3048,SCI,SHIPPING CORP OF INDIA LT,261.56
NSE_EQ|INE933K01021,19531,BAJAJCON,BAJAJ CONSUMER CARE LTD,262.22
NSE_EQ|INE061A01014,4422,INDIANCARD,INDIAN CARD CLOTHING CO.,262.9
NSE_EQ|INE676A01027,3435,BBOX,BLACK BOX LIMITED,262.98
NSE_EQ|INE0QTF01015,22731,VSTL,VIBHOR STEEL TUBES LTD,263.87
NSE_EQ|INE164A01016,338,BALMLAWRIE,BALMER LAWRIE & CO LTD,265.15
NSE_EQ|INE584A01023,15332,NMDC,NMDC LTD.,265.35
NSE_EQ|INE835B01035,17625,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,266.13
NSE_EQ|INE551D01018,17197,PAKKA,PAKKA LIMITED,266.19
NSE_EQ|INE0FDU25010,2203,BIRET,BROOKFIELD INDIA RET,266.9
NSE_EQ|INE107A01015,3980,TNPL,TAMILNADU NEWSPRT & PAPER,267.41
NSE_EQ|INE895B01021,25724,RUPA,RUPA & COMPANY LTD,267.58
NSE_EQ|INE962Y01021,4986,IRCON,IRCON INTERNATIONAL LTD,267.85
NSE_EQ|INE083C01022,13920,PLASTIBLEN,PLASTIBLENDS INDIA LTD,268.2
NSE_EQ|INE01EG01016,8944,RITCO,RITCO LOGISTICS LIMITED,268.25
NSE_EQ|INE0NQ801033,23043,RKSWAMY,R K SWAMY LIMITED,268.7
NSE_EQ|INE0NLT01010,22566,BLSE,BLS E-SERVICES LIMITED,268.81
NSE_EQ|INE256H01015,21314,DYNPRO,DYNEMIC PRODUCTS LIMITED,269.45
NSE_EQ|INE163A01018,2442,NOCIL,NOCIL LIMITED,269.85
NSE_EQ|INE542B01011,20178,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,269.9
NSE_EQ|INE902B01017,8733,S&SPOWER,S&S POWER SWITCHGEARS,269.95
NSE_EQ|INE290A01027,14440,NAHARSPING,NAHAR SPINNING MILLS LTD.,270.2
NSE_EQ|INE721Z01010,1030,AARON,AARON INDUSTRIES LIMITED,270.65
NSE_EQ|INE785A01026,4041,JAYAGROGN,JAYANT AGRO ORGANICS LTD,270.7
NSE_EQ|INE350C01017,21469,OPTIEMUS,OPTIEMUS INFRACOM LTD,272.65
NSE_EQ|INE991I01015,17270,ASPINWALL,ASPINWALL & CO LTD,273
NSE_EQ|INE316L01019,16123,BHARATWIRE,BHARAT WIRE ROPES LTD.,275.1
NSE_EQ|INE133E01013,19196,TI,TILAKNAGAR INDUSTRIES LTD,275.97
NSE_EQ|INE583D01011,5313,UGROCAP,UGRO CAPITAL LIMITED,276.2
NSE_EQ|INE213A01029,2475,ONGC,OIL AND NATURAL GAS CORP.,276.55
NSE_EQ|INE511Y01018,16395,MMP,MMP INDUSTRIES LIMITED,276.75
NSE_EQ|INE0KQN01018,20531,BAJEL,BAJEL PROJECTS LIMITED,278.05
NSE_EQ|INE031A01017,20825,HUDCO,HSG & URBAN DEV CORPN LTD,279
NSE_EQ|INE461C01038,3987,GREENPLY,GREENPLY INDUSTRIES LTD,279.05
NSE_EQ|INE202Z01029,2183,SUNDARMHLD,SUNDARAM FINANCE HOLD LTD,279.15
NSE_EQ|INE099F01013,31837,SREEL,SREELEATHERS LIMITED,280
NSE_EQ|INE0LOJ01019,16822,IKIO,IKIO LIGHTING LIMITED,280.5
NSE_EQ|INE597J01018,714,SHALBY,SHALBY LIMITED,280.6
NSE_EQ|INE506W01012,12847,KRISHANA,KRISHANA PHOSCHEM LIMITED,281.15
NSE_EQ|INE0DSF01015,2350,NURECA,NURECA LIMITED,281.2
NSE_EQ|INE276G01015,7030,ASIANENE,ASIAN ENERGY SERVICES LTD,281.75
NSE_EQ|INE02NC01014,6579,FINOPB,FINO PAYMENTS BANK LTD,282.4
NSE_EQ|INE028A01039,4668,BANKBARODA,BANK OF BARODA,282.7
NSE_EQ|INE531A01024,1196,KANSAINER,KANSAI NEROLAC PAINTS LTD,283.2
NSE_EQ|INE278Y01022,9362,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,284.25
NSE_EQ|INE001B01026,10577,KRBL,KRBL LIMITED,286.7
NSE_EQ|INE178C01020,9893,SMARTLINK,SMARTLINK HOLDINGS LTD,286.95
NSE_EQ|INE343B01030,7401,RAJESHEXPO,RAJESH EXPORTS LTD,287.25
NSE_EQ|INE0N7W01012,15067,BLAL,BEML LAND ASSETS LIMITED,287.6
NSE_EQ|INE0CG601016,22428,MAXIND,MAX INDIA LIMITED,289.6
NSE_EQ|INE880J01026,19020,JSWINFRA,JSW INFRASTRUCTURE LTD,290.45
